combination,features,n_features,n_samples,selector,model,mean_spearman,std_spearman,min_spearman,max_spearman
VGG,VGG,12288,339,spearman_50,GradientBoosting,0.0069,0.0713,-0.0892,0.0887
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,none,KF_LinearRegression,0.0068,0.0597,-0.0629,0.0771
Temporal,R3D,512,339,pca_30,MLP,0.0068,0.1483,-0.1722,0.2395
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,SVR,0.0067,0.0833,-0.0923,0.161
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,SVR,0.0067,0.1843,-0.2263,0.3094
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_50,SVR,0.0067,0.0833,-0.0923,0.161
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,SVR,0.0066,0.1693,-0.1907,0.2459
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_50,SVR,0.0066,0.1043,-0.1506,0.17
ResNet50,ResNet50,6144,339,spearman_30,SVR,0.0062,0.1468,-0.1669,0.2662
VGG,VGG,12288,339,pca_50,KF_LinearRegression,0.006,0.1267,-0.1966,0.201
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_50,SVR,0.006,0.0942,-0.1494,0.1343
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,none,MLP,0.0058,0.1021,-0.1756,0.137
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_50,KF_Ridge,0.0057,0.0913,-0.0547,0.1861
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_30,KF_Ridge,0.0057,0.0913,-0.0547,0.1861
AlexNet,AlexNet,12288,339,pca_50,GradientBoosting,0.0056,0.1054,-0.1129,0.1769
LBP,LBP,768,339,pca_50,KF_LinearRegression,0.0055,0.1,-0.143,0.125
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,MLP,0.0055,0.1136,-0.1847,0.1423
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,pca_50,MLP,0.0055,0.0918,-0.0966,0.1742
EfficientNetB3,EfficientNetB3,4608,339,none,LinearRegression,0.0055,0.1112,-0.1563,0.1737
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_50,MLP,0.0055,0.1136,-0.1847,0.1423
HSVHistogram,HSVHistogram,72,339,pca_50,KF_SVR,0.0052,0.1368,-0.1426,0.2167
ViT,ViT,2304,339,none,KF_MLP,0.0052,0.1124,-0.1483,0.1863
tcnj_emotion,tcnj_emotion,19,339,spearman_30,MLP,0.0051,0.1055,-0.116,0.1716
ViT,ViT,2304,339,spearman_50,KF_LinearRegression,0.0051,0.0814,-0.1045,0.1155
tcnj_emotion,tcnj_emotion,19,339,spearman_50,MLP,0.0051,0.1055,-0.116,0.1716
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,none,LinearRegression,0.005,0.1202,-0.1279,0.183
VGG,VGG,12288,339,pca_30,KF_Ridge,0.0049,0.112,-0.202,0.1234
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,none,KF_SVR,0.0048,0.1314,-0.2487,0.1245
VGG,VGG,12288,339,pca_30,KF_SVR,0.0047,0.1847,-0.2954,0.2016
DenseNet121,DenseNet121,3072,339,pca_30,Ridge,0.0045,0.1369,-0.2479,0.1423
tcnj_emotion,tcnj_emotion,19,339,none,Ridge,0.0044,0.1236,-0.2057,0.1374
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_30,GradientBoosting,0.0044,0.111,-0.1186,0.2064
tcnj_emotion,tcnj_emotion,19,339,spearman_50,Ridge,0.0044,0.1236,-0.2057,0.1374
tcnj_emotion,tcnj_emotion,19,339,spearman_30,Ridge,0.0044,0.1236,-0.2057,0.1374
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_50,KF_Ridge,0.0044,0.073,-0.0917,0.1334
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,KF_GradientBoosting,0.0043,0.116,-0.1857,0.1643
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,LinearRegression,0.0042,0.161,-0.2803,0.1596
tcnj_emotion,tcnj_emotion,19,339,none,KF_LinearRegression,0.0041,0.1292,-0.1266,0.2262
AlexNet,AlexNet,12288,339,pca_30,SVR,0.0041,0.0844,-0.0808,0.1384
tcnj_emotion,tcnj_emotion,19,339,spearman_50,KF_LinearRegression,0.0041,0.1292,-0.1266,0.2262
tcnj_emotion,tcnj_emotion,19,339,spearman_30,KF_LinearRegression,0.0041,0.1292,-0.1266,0.2262
tcnj_emotion,tcnj_emotion,19,339,pca_50,Ridge,0.0039,0.1264,-0.2107,0.1416
tcnj_emotion,tcnj_emotion,19,339,pca_30,Ridge,0.0039,0.1264,-0.2107,0.1416
tcnj_emotion,tcnj_emotion,19,339,spearman_50,LinearRegression,0.0035,0.1266,-0.2107,0.1436
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,KF_LinearRegression,0.0035,0.0806,-0.1106,0.0987
tcnj_audio_c,tcnj_audio_c,27,339,none,MLP,0.0035,0.0771,-0.0975,0.102
tcnj_emotion,tcnj_emotion,19,339,none,LinearRegression,0.0035,0.1266,-0.2107,0.1436
tcnj_emotion,tcnj_emotion,19,339,spearman_30,LinearRegression,0.0035,0.1266,-0.2107,0.1436
tcnj_audio_c,tcnj_audio_c,27,339,spearman_30,KF_MLP,0.0034,0.1476,-0.1969,0.1748
tcnj_audio_c,tcnj_audio_c,27,339,none,KF_MLP,0.0034,0.1476,-0.1969,0.1748
tcnj_audio_c,tcnj_audio_c,27,339,spearman_50,KF_MLP,0.0034,0.1476,-0.1969,0.1748
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,pca_50,GradientBoosting,0.0033,0.1723,-0.2722,0.259
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,none,MLP,0.0031,0.1422,-0.1164,0.25
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_30,KF_SVR,0.003,0.0703,-0.0709,0.0962
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,KF_Ridge,0.003,0.0828,-0.1009,0.1379
Audio,tcnj_audio_c|tcnj_audio_o,36,339,pca_50,KF_SVR,0.003,0.0703,-0.0709,0.0962
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,KF_Ridge,0.0029,0.1005,-0.1798,0.1154
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,pca_30,Ridge,0.0029,0.161,-0.2824,0.1586
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,pca_30,MLP,0.0028,0.0694,-0.1,0.089
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_30,KF_Ridge,0.0028,0.1031,-0.173,0.145
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,none,MLP,0.0027,0.066,-0.0608,0.1218
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_30,KF_LinearRegression,0.0027,0.0657,-0.1244,0.0647
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_50,LinearRegression,0.0026,0.1573,-0.2379,0.226
VGG,VGG,12288,339,spearman_30,KF_MLP,0.0025,0.0514,-0.0756,0.0718
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,SVR,0.0025,0.062,-0.0766,0.0921
HSVHistogram,HSVHistogram,72,339,none,KF_MLP,0.0024,0.067,-0.0882,0.0889
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_50,KF_SVR,0.0022,0.0979,-0.1302,0.1703
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_50,KF_MLP,0.0021,0.0765,-0.0882,0.1258
RGBHistogram,RGBHistogram,72,339,spearman_30,KF_LinearRegression,0.002,0.1084,-0.1549,0.1516
EfficientNetB3,EfficientNetB3,4608,339,none,SVR,0.0019,0.1372,-0.2356,0.1883
HandCrafted+DeepVisual+Audio,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,41652,339,none,GradientBoosting,0.0018,0.1077,-0.1594,0.1768
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,spearman_50,KF_GradientBoosting,0.0015,0.0703,-0.1212,0.0701
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,KF_Ridge,0.0008,0.1155,-0.1916,0.1617
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,KF_Ridge,0.0008,0.1155,-0.1916,0.1617
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,none,KF_GradientBoosting,0.0008,0.0595,-0.0426,0.118
AlexNet,AlexNet,12288,339,pca_50,MLP,0.0008,0.124,-0.196,0.1661
AlexNet,AlexNet,12288,339,pca_30,MLP,0.0007,0.069,-0.0966,0.1051
VisualAll+Audio,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,42164,339,pca_50,MLP,0.0007,0.0616,-0.0897,0.0719
AlexNet,AlexNet,12288,339,pca_30,GradientBoosting,0.0005,0.1287,-0.1309,0.2249
ResNet50,ResNet50,6144,339,pca_30,GradientBoosting,0.0003,0.1497,-0.2735,0.1298
tcnj_audio_o,tcnj_audio_o,9,339,none,GradientBoosting,0.0002,0.0821,-0.1494,0.0967
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_50,KF_LinearRegression,0.0002,0.1181,-0.1452,0.1396
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,spearman_50,KF_MLP,0,0.1093,-0.1648,0.1759
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_50,LinearRegression,-0.0001,0.1793,-0.2456,0.3126
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_30,SVR,-0.0002,0.0835,-0.0819,0.1378
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,SVR,-0.0002,0.1158,-0.1357,0.1537
R3D,R3D,512,339,pca_30,MLP,-0.0003,0.1229,-0.1481,0.2147
tcnj_audio_o,tcnj_audio_o,9,339,spearman_50,GradientBoosting,-0.0003,0.0793,-0.1401,0.1002
tcnj_audio_o,tcnj_audio_o,9,339,spearman_30,GradientBoosting,-0.0003,0.0793,-0.1401,0.1002
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_30,SVR,-0.0003,0.1221,-0.1571,0.1514
ViT,ViT,2304,339,spearman_50,KF_MLP,-0.0004,0.1585,-0.2992,0.1355
DenseNet121,DenseNet121,3072,339,spearman_30,KF_LinearRegression,-0.0004,0.1439,-0.2286,0.2181
R3D,R3D,512,339,pca_30,KF_GradientBoosting,-0.0004,0.1345,-0.201,0.1786
RGBHistogram,RGBHistogram,72,339,spearman_30,KF_MLP,-0.0004,0.072,-0.0931,0.0774
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_50,LinearRegression,-0.0009,0.158,-0.265,0.2173
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,pca_50,MLP,-0.001,0.091,-0.1387,0.135
Audio,tcnj_audio_c|tcnj_audio_o,36,339,spearman_30,KF_MLP,-0.0011,0.1024,-0.1165,0.1711
Audio,tcnj_audio_c|tcnj_audio_o,36,339,none,KF_MLP,-0.0011,0.1024,-0.1165,0.1711
Audio,tcnj_audio_c|tcnj_audio_o,36,339,spearman_50,KF_MLP,-0.0011,0.1024,-0.1165,0.1711
RGBHistogram,RGBHistogram,72,339,none,GradientBoosting,-0.0013,0.1024,-0.1798,0.1347
ResNet50,ResNet50,6144,339,pca_30,SVR,-0.0013,0.0848,-0.1306,0.1097
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_50,KF_GradientBoosting,-0.0014,0.0872,-0.1516,0.0984
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_30,KF_SVR,-0.0017,0.0542,-0.0506,0.0661
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_50,KF_LinearRegression,-0.0017,0.0988,-0.15,0.1359
ResNet50,ResNet50,6144,339,none,KF_SVR,-0.0017,0.1145,-0.1873,0.1094
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,KF_SVR,-0.0018,0.1564,-0.289,0.1349
DeepVisual+Audio,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o,40740,339,none,GradientBoosting,-0.0018,0.0783,-0.0788,0.1302
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,KF_SVR,-0.0018,0.1564,-0.289,0.1349
LBP,LBP,768,339,pca_30,Ridge,-0.0018,0.0774,-0.1077,0.1049
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,spearman_50,KF_GradientBoosting,-0.0018,0.0703,-0.1098,0.0997
LBP,LBP,768,339,pca_30,LinearRegression,-0.0019,0.0776,-0.1069,0.1045
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,spearman_50,Ridge,-0.002,0.1725,-0.2422,0.2952
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,none,KF_Ridge,-0.0021,0.0678,-0.1169,0.081
LBP,LBP,768,339,spearman_50,LinearRegression,-0.0021,0.1205,-0.1799,0.1104
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,spearman_50,Ridge,-0.0022,0.1603,-0.2547,0.2106
LBP,LBP,768,339,spearman_30,KF_MLP,-0.0022,0.1119,-0.1214,0.2095
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,pca_30,SVR,-0.0023,0.0569,-0.0611,0.0964
EfficientNetB3,EfficientNetB3,4608,339,pca_30,KF_GradientBoosting,-0.0024,0.0923,-0.145,0.1233
ViT,ViT,2304,339,none,KF_SVR,-0.0026,0.0943,-0.1396,0.1436
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_30,KF_GradientBoosting,-0.0026,0.1162,-0.2293,0.0849
ViT,ViT,2304,339,pca_30,Ridge,-0.0029,0.1357,-0.2032,0.2131
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_50,KF_LinearRegression,-0.0031,0.1294,-0.1337,0.2315
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_30,KF_SVR,-0.0032,0.1212,-0.2189,0.12
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,none,KF_SVR,-0.0032,0.1212,-0.2189,0.12
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,spearman_50,KF_SVR,-0.0032,0.1212,-0.2189,0.12
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_50,KF_GradientBoosting,-0.0033,0.114,-0.1526,0.1822
HandCrafted+DeepVisual,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,41616,339,pca_50,KF_GradientBoosting,-0.0033,0.0654,-0.0717,0.1116
LBP,LBP,768,339,pca_50,KF_Ridge,-0.0039,0.1213,-0.1401,0.1707
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_30,LinearRegression,-0.0043,0.0576,-0.0921,0.0574
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_30,LinearRegression,-0.0043,0.0576,-0.0921,0.0574
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_50,KF_Ridge,-0.0044,0.0985,-0.1238,0.1524
VGG,VGG,12288,339,spearman_30,KF_GradientBoosting,-0.0044,0.0418,-0.0566,0.0665
HSVHistogram,HSVHistogram,72,339,pca_30,MLP,-0.0045,0.1126,-0.169,0.1611
ViT,ViT,2304,339,spearman_30,Ridge,-0.0045,0.1362,-0.2532,0.164
Audio+EmotionSemantic,tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,62,339,spearman_50,LinearRegression,-0.0047,0.1373,-0.2179,0.2123
ViT,ViT,2304,339,spearman_30,KF_SVR,-0.0048,0.1254,-0.1307,0.1662
DenseNet121,DenseNet121,3072,339,pca_50,KF_SVR,-0.0049,0.0901,-0.0819,0.1685
ResNet50,ResNet50,6144,339,spearman_30,GradientBoosting,-0.0051,0.1001,-0.1455,0.1171
ViT,ViT,2304,339,spearman_30,LinearRegression,-0.0051,0.1362,-0.2534,0.1641
tcnj_audio_c,tcnj_audio_c,27,339,pca_50,KF_LinearRegression,-0.0051,0.1302,-0.1796,0.168
tcnj_audio_c,tcnj_audio_c,27,339,pca_30,KF_LinearRegression,-0.0051,0.1302,-0.1796,0.168
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_30,Ridge,-0.0052,0.0579,-0.0922,0.058
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,spearman_30,Ridge,-0.0052,0.0579,-0.0922,0.058
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,spearman_50,KF_Ridge,-0.0053,0.1048,-0.1798,0.1467
RGBHistogram,RGBHistogram,72,339,pca_50,KF_SVR,-0.0054,0.0886,-0.1634,0.0929
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_30,KF_SVR,-0.0055,0.1194,-0.223,0.1342
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_30,KF_LinearRegression,-0.0056,0.1105,-0.1196,0.1806
AlexNet,AlexNet,12288,339,none,KF_SVR,-0.0058,0.0931,-0.1529,0.0891
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_50,Ridge,-0.0059,0.1582,-0.2765,0.2066
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,none,MLP,-0.0064,0.0742,-0.1331,0.0963
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,none,GradientBoosting,-0.0065,0.091,-0.1428,0.1442
RGBHistogram,RGBHistogram,72,339,pca_50,KF_GradientBoosting,-0.0067,0.0578,-0.1149,0.0582
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,KF_Ridge,-0.0068,0.0817,-0.1178,0.1317
HandCrafted+DeepVisual+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,41642,339,pca_50,KF_SVR,-0.0068,0.1084,-0.1841,0.1349
HandCrafted+Audio,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o,948,339,pca_30,Ridge,-0.0068,0.1133,-0.1906,0.1312
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_30,LinearRegression,-0.0072,0.1382,-0.1699,0.2482
EmotionSemantic,tcnj_emotion|tcnj_semantic,26,339,pca_50,LinearRegression,-0.0072,0.1382,-0.1699,0.2482
HandCrafted+Audio+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,974,339,pca_30,KF_MLP,-0.0072,0.1088,-0.2133,0.1118
VGG,VGG,12288,339,pca_50,KF_Ridge,-0.0075,0.1347,-0.2305,0.1236
VisualAll,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,42128,339,spearman_30,MLP,-0.0075,0.0774,-0.1417,0.0851
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,spearman_30,MLP,-0.0075,0.0774,-0.1417,0.0851
ResNet50,ResNet50,6144,339,spearman_30,KF_GradientBoosting,-0.0076,0.1001,-0.1444,0.1461
DenseNet121,DenseNet121,3072,339,pca_30,KF_MLP,-0.0081,0.11,-0.1518,0.1573
HSVHistogram,HSVHistogram,72,339,spearman_30,KF_GradientBoosting,-0.0081,0.1245,-0.2134,0.1638
VGG,VGG,12288,339,pca_30,KF_GradientBoosting,-0.0083,0.2125,-0.289,0.2341
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,spearman_50,KF_Ridge,-0.0084,0.0871,-0.1388,0.131
DeepVisual+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,40730,339,pca_30,KF_MLP,-0.0084,0.1767,-0.2716,0.2616
VisualAll+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_emotion|tcnj_semantic,42154,339,none,KF_GradientBoosting,-0.0086,0.0996,-0.1308,0.1285
DeepVisual,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT,40704,339,pca_30,KF_GradientBoosting,-0.0087,0.0751,-0.1282,0.0856
R3D,R3D,512,339,pca_30,KF_MLP,-0.0087,0.0706,-0.0736,0.1065
HandCrafted,HSVHistogram|RGBHistogram|LBP,912,339,none,KF_Ridge,-0.0089,0.1614,-0.2958,0.2015
VGG,VGG,12288,339,spearman_50,KF_SVR,-0.009,0.0664,-0.0913,0.0779
HandCrafted+EmotionSemantic,HSVHistogram|RGBHistogram|LBP|tcnj_emotion|tcnj_semantic,938,339,none,KF_Ridge,-0.0091,0.0839,-0.1534,0.0768
All,HSVHistogram|RGBHistogram|LBP|R3D|AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,42190,339,pca_50,KF_LinearRegression,-0.0092,0.0878,-0.0996,0.1102
DenseNet121,DenseNet121,3072,339,pca_50,KF_GradientBoosting,-0.0094,0.0935,-0.1366,0.0937
DeepVisual+Audio+EmotionSemantic,AlexNet|DenseNet121|EfficientNetB3|ResNet50|VGG|ViT|tcnj_audio_c|tcnj_audio_o|tcnj_emotion|tcnj_semantic,40766,339,pca_50,Ridge,-0.0095,0.16,-0.2882,0.2033
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,KF_GradientBoosting,-0.0102,0.0926,-0.1384,0.1357
VGG,VGG,12288,339,spearman_50,SVR,-0.0102,0.1283,-0.2388,0.1571
LBP,LBP,768,339,spearman_50,KF_MLP,-0.0103,0.1055,-0.187,0.1442
EfficientNetB3,EfficientNetB3,4608,339,spearman_30,Ridge,-0.0103,0.0389,-0.0685,0.0458
